year	paper-Name	journal	author-name
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Haoyi Zhou
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Shanghang Zhang
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Jieqi Peng
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Shuai Zhang
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Jianxin Li
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Hui Xiong
2021	Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting	AAAI (Artificial Intelligence)	Wancai Zhang
2021	Exploration-Exploitation in Multi-Agent Learning: Catastrophe Theory Meets Game Theory	AAAI (Artificial Intelligence)	Stefanos Leonardos & Georgios Piliouras
2020	WINOGRANDE: An Adversarial Winograd Schema Challenge at Scale	AAAI (Artificial Intelligence)	Keisuke Sakaguchi
2020	WINOGRANDE: An Adversarial Winograd Schema Challenge at Scale	AAAI (Artificial Intelligence)	Ronan Le Bras
2020	WINOGRANDE: An Adversarial Winograd Schema Challenge at Scale	AAAI (Artificial Intelligence)	Chandra Bhagavatula
2020	WINOGRANDE: An Adversarial Winograd Schema Challenge at Scale	AAAI (Artificial Intelligence)	Yejin Choi
2019	How to Combine Tree-Search Methods in Reinforcement Learning	AAAI (Artificial Intelligence)	Yonathan Efroni
2019	How to Combine Tree-Search Methods in Reinforcement Learning	AAAI (Artificial Intelligence)	Gal Dalal
2019	How to Combine Tree-Search Methods in Reinforcement Learning	AAAI (Artificial Intelligence)	Bruno Scherrer
2019	How to Combine Tree-Search Methods in Reinforcement Learning	AAAI (Artificial Intelligence)	Shie Mannor
2018	Memory-Augmented Monte Carlo Tree Search	AAAI (Artificial Intelligence)	Chenjun Xiao
2018	Memory-Augmented Monte Carlo Tree Search	AAAI (Artificial Intelligence)	Jincheng Mei
2018	Memory-Augmented Monte Carlo Tree Search	AAAI (Artificial Intelligence)	Martin Müller
2017	Label-Free Supervision of Neural Networks with Physics and Domain Knowledge	AAAI (Artificial Intelligence)	Russell Stewart & Stefano Ermon
2016	Bidirectional Search That Is Guaranteed to Meet in the Middle	AAAI (Artificial Intelligence)	Robert C. Holte
2016	Bidirectional Search That Is Guaranteed to Meet in the Middle	AAAI (Artificial Intelligence)	Ariel Felner
2016	Bidirectional Search That Is Guaranteed to Meet in the Middle	AAAI (Artificial Intelligence)	Guni Sharon
2016	Bidirectional Search That Is Guaranteed to Meet in the Middle	AAAI (Artificial Intelligence)	Nathan R. Sturtevant
2015	From Non-Negative to General Operator Cost Partitioning	AAAI (Artificial Intelligence)	Florian Pommerening
2015	From Non-Negative to General Operator Cost Partitioning	AAAI (Artificial Intelligence)	Malte Helmert
2015	From Non-Negative to General Operator Cost Partitioning	AAAI (Artificial Intelligence)	Gabriele Röger
2015	From Non-Negative to General Operator Cost Partitioning	AAAI (Artificial Intelligence)	Jendrik Seipp
2014	Recovering from Selection Bias in Causal and Statistical Inference	AAAI (Artificial Intelligence)	Elias Bareinboim
2014	Recovering from Selection Bias in Causal and Statistical Inference	AAAI (Artificial Intelligence)	Jin Tian
2014	Recovering from Selection Bias in Causal and Statistical Inference	AAAI (Artificial Intelligence)	Judea Pearl
2013	SMILe: Shuffled Multiple-Instance Learning	AAAI (Artificial Intelligence)	Gary Doran & Soumya Ray
2013	HC-Search: Learning Heuristics and Cost Functions for Structured Prediction	AAAI (Artificial Intelligence)	Janardhan Rao Doppa
2013	HC-Search: Learning Heuristics and Cost Functions for Structured Prediction	AAAI (Artificial Intelligence)	Alan Fern
2013	HC-Search: Learning Heuristics and Cost Functions for Structured Prediction	AAAI (Artificial Intelligence)	Prasad Tadepalli
2012	Learning SVM Classifiers with Indefinite Kernels	AAAI (Artificial Intelligence)	Suicheng Gu & Yuhong Guo
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Zhanying He
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Chun Chen
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Jiajun Bu
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Can Wang
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Lijan Zhang
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Deng Cai
2012	Document Summarization Based on Data Reconstruction	AAAI (Artificial Intelligence)	Xiaofei He
2011	Complexity of and Algorithms for Borda Manipulation	AAAI (Artificial Intelligence)	Jessica Davies
2011	Complexity of and Algorithms for Borda Manipulation	AAAI (Artificial Intelligence)	George Katsirelos
2011	Complexity of and Algorithms for Borda Manipulation	AAAI (Artificial Intelligence)	Nina Narodytska
2011	Complexity of and Algorithms for Borda Manipulation	AAAI (Artificial Intelligence)	Toby Walsh
2011	Dynamic Resource Allocation in Conservation Planning	AAAI (Artificial Intelligence)	Daniel Golovin
2011	Dynamic Resource Allocation in Conservation Planning	AAAI (Artificial Intelligence)	Andreas Krause
2011	Dynamic Resource Allocation in Conservation Planning	AAAI (Artificial Intelligence)	Beth Gardner
2011	Dynamic Resource Allocation in Conservation Planning	AAAI (Artificial Intelligence)	Sarah J. Converse
2011	Dynamic Resource Allocation in Conservation Planning	AAAI (Artificial Intelligence)	Steve Morey
2010	A Novel Transition Based Encoding Scheme for Planning as Satisfiability	AAAI (Artificial Intelligence)	Ruoyun Huang
2010	A Novel Transition Based Encoding Scheme for Planning as Satisfiability	AAAI (Artificial Intelligence)	Yixin Chen
2010	A Novel Transition Based Encoding Scheme for Planning as Satisfiability	AAAI (Artificial Intelligence)	Weixiong Zhang
2010	How Incomplete Is Your Semantic Web Reasoner? Systematic Analysis of the Completeness of Query Answering Systems	AAAI (Artificial Intelligence)	Giorgos Stoilos
2010	How Incomplete Is Your Semantic Web Reasoner? Systematic Analysis of the Completeness of Query Answering Systems	AAAI (Artificial Intelligence)	Bernardo Cuenca Grau
2010	How Incomplete Is Your Semantic Web Reasoner? Systematic Analysis of the Completeness of Query Answering Systems	AAAI (Artificial Intelligence)	Ian Horrocks
2008	Optimal False-Name-Proof Voting Rules with Costly Voting	AAAI (Artificial Intelligence)	Liad Wagman & Vincent Conitzer
2008	How Good is Almost Perfect?	AAAI (Artificial Intelligence)	Malte Helmert & Gabriele Röger
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	James Allen
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	Nathanael Chambers
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	George Ferguson
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	Lucian Galescu
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	Hyuckchul Jung
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	Mary Swift
2007	PLOW: A Collaborative Task Learning Agent	AAAI (Artificial Intelligence)	William Taysom
2007	Thresholded Rewards: Acting Optimally in Timed, Zero-Sum Games	AAAI (Artificial Intelligence)	Colin McMillen & Manuela Veloso
2006	Model Counting: A New Strategy for Obtaining Good Bounds	AAAI (Artificial Intelligence)	Carla P. Gomes
2006	Model Counting: A New Strategy for Obtaining Good Bounds	AAAI (Artificial Intelligence)	Ashish Sabharwal
2006	Model Counting: A New Strategy for Obtaining Good Bounds	AAAI (Artificial Intelligence)	Bart Selman
2006	Towards an Axiom System for Default Logic	AAAI (Artificial Intelligence)	Gerhard Lakemeyer
2006	Towards an Axiom System for Default Logic	AAAI (Artificial Intelligence)	Hector J. Levesque
2005	The Max K- Armed Bandit: A New Model of Exploration Applied to Search Heuristic Selection	AAAI (Artificial Intelligence)	Vincent A. Cicirello
2005	The Max K- Armed Bandit: A New Model of Exploration Applied to Search Heuristic Selection	AAAI (Artificial Intelligence)	Stephen F. Smith
2004	Learning and Inferring Transportation Routines	AAAI (Artificial Intelligence)	Lin Liao
2004	Learning and Inferring Transportation Routines	AAAI (Artificial Intelligence)	Dieter Fox
2004	Learning and Inferring Transportation Routines	AAAI (Artificial Intelligence)	Henry Kautz
2002	On Computing All Abductive Explanations	AAAI (Artificial Intelligence)	Thomas Eiter
2002	On Computing All Abductive Explanations	AAAI (Artificial Intelligence)	Kazuhisa Makino
2000	The Game of Hex: An Automatic Theorem-Proving Approach to Game Programming	AAAI (Artificial Intelligence)	Vadim V. Anshelevich
2000	Automatic Invention of Integer Sequences	AAAI (Artificial Intelligence)	Simon Colton
2000	Automatic Invention of Integer Sequences	AAAI (Artificial Intelligence)	Alan Bundy
2000	Automatic Invention of Integer Sequences	AAAI (Artificial Intelligence)	Toby Walsh
2000	Statistics-Based Summarization -- Step One: Sentence Compression	AAAI (Artificial Intelligence)	Kevin Knight & Daniel Marcu
2000	Local Search Characteristics of Incomplete SAT Procedures	AAAI (Artificial Intelligence)	Dale Schuurmans & Finnegan Southey
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Greg A. Keim
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Noam M. Shazeer
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Michael L. Littman
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Sushant Agarwal
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Catherine M. Cheves
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Joseph Fitzgerald
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Jason Grosland
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Fan Jiang
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Shannon Pollard
1999	PROVERB: The Probabilistic Cruciverbalist	AAAI (Artificial Intelligence)	Karl Weinmeister
1998	Learning Evaluation Functions for Global Optimization and Boolean Satisfiability	AAAI (Artificial Intelligence)	Justin A. Boyan & Andrew W. Moore
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Wolfram Burgard
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Armin B. Cremers
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Dieter Fox
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Dirk Hähnel
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Gerhard Lakemeyer
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Dirk Schulz
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Walter Steiner
1998	The Interactive Museum Tour-Guide Robot	AAAI (Artificial Intelligence)	Sebastian Thrun
1998	Acceleration Methods for Numeric CSPs	AAAI (Artificial Intelligence)	Yahia Lebbah & Olivier Lhomme
1997	Statistical Parsing with a Context-Free Grammar and Word Statistics	AAAI (Artificial Intelligence)	Eugene Charniak
1997	Building Concept Representations from Reusable Components	AAAI (Artificial Intelligence)	Peter Clark
1997	Building Concept Representations from Reusable Components	AAAI (Artificial Intelligence)	Bruce Porter
1997	Fast Context Switching in Real-Time Propositional Reasoning	AAAI (Artificial Intelligence)	P. Pandurang Nayak & Brian C. Williams
1997	A Practical Algorithm for Finding Optimal Triangulations	AAAI (Artificial Intelligence)	Krill Shoikhet & Dan Geiger
1996	A Novel Application of Theory Refinement to Student Modeling	AAAI (Artificial Intelligence)	Paul T. Baffes
1996	A Novel Application of Theory Refinement to Student Modeling	AAAI (Artificial Intelligence)	Raymond J. Mooney
1996	Pushing the Envelope: Planning, Propositional Logic, and Stochastic Search	AAAI (Artificial Intelligence)	Henry Kautz & Bart Selman
1996	Verification of Knowledge Bases Based on Containment Checking	AAAI (Artificial Intelligence)	Alon Y. Levy
1996	Verification of Knowledge Bases Based on Containment Checking	AAAI (Artificial Intelligence)	Marie-Christine Rousset
2021	Vocabulary Learning via Optimal Transport for Neural Machine Translation	ACL (Natural Language Processing)	Jingjing Xu
2021	Vocabulary Learning via Optimal Transport for Neural Machine Translation	ACL (Natural Language Processing)	Hao Zhou
2021	Vocabulary Learning via Optimal Transport for Neural Machine Translation	ACL (Natural Language Processing)	Chun Gan
2021	Vocabulary Learning via Optimal Transport for Neural Machine Translation	ACL (Natural Language Processing)	Zaixiang Zheng
2021	Vocabulary Learning via Optimal Transport for Neural Machine Translation	ACL (Natural Language Processing)	Lei Li
2020	Beyond Accuracy: Behavioral Testing of NLP models with Checklist	ACL (Natural Language Processing)	Marco Tulio Ribeiro
2020	Beyond Accuracy: Behavioral Testing of NLP models with Checklist	ACL (Natural Language Processing)	Tongshuang Wu
2020	Beyond Accuracy: Behavioral Testing of NLP models with Checklist	ACL (Natural Language Processing)	Carlos Guestrin
2020	Beyond Accuracy: Behavioral Testing of NLP models with Checklist	ACL (Natural Language Processing)	Sameer Singh
2019	Bridging the Gap between Training and Inference for Neural Machine Translation	ACL (Natural Language Processing)	Wen Zhang
2019	Bridging the Gap between Training and Inference for Neural Machine Translation	ACL (Natural Language Processing)	Yang Feng
2019	Bridging the Gap between Training and Inference for Neural Machine Translation	ACL (Natural Language Processing)	Fandong Meng
2019	Bridging the Gap between Training and Inference for Neural Machine Translation	ACL (Natural Language Processing)	Di You
2019	Bridging the Gap between Training and Inference for Neural Machine Translation	ACL (Natural Language Processing)	Qun Liu
2018	Finding syntax in human encephalography with beam search	ACL (Natural Language Processing)	John Hale
2018	Finding syntax in human encephalography with beam search	ACL (Natural Language Processing)	Chris Dyer
2018	Finding syntax in human encephalography with beam search	ACL (Natural Language Processing)	Adhiguna Kuncoro
2018	Finding syntax in human encephalography with beam search	ACL (Natural Language Processing)	Jonathan R. Brennan
2018	Learning to Ask Good Questions: Ranking Clarification Questions using Neural Expected Value of Perfect Information	ACL (Natural Language Processing)	Sudha Rao & Hal Daumé III
2018	"Let's do it ""again"": A First Computational Approach to Detecting Adverbial Presupposition Triggers"	ACL (Natural Language Processing)	Andre Cianflone
2018	"Let's do it ""again"": A First Computational Approach to Detecting Adverbial Presupposition Triggers"	ACL (Natural Language Processing)	Yulan Feng
2018	"Let's do it ""again"": A First Computational Approach to Detecting Adverbial Presupposition Triggers"	ACL (Natural Language Processing)	Jad Kabbara
2018	"Let's do it ""again"": A First Computational Approach to Detecting Adverbial Presupposition Triggers"	ACL (Natural Language Processing)	Jackie Chi Kit Cheung
2017	Probabilistic Typology: Deep Generative Models of Vowel Inventories	ACL (Natural Language Processing)	Ryan Cotterell & Jason Eisner
2016	Finding Non-Arbitrary Form-Meaning Systematicity Using String-Metric Learning for Kernel Regression	ACL (Natural Language Processing)	E. Darío Gutiérrez
2016	Finding Non-Arbitrary Form-Meaning Systematicity Using String-Metric Learning for Kernel Regression	ACL (Natural Language Processing)	Roger Levy
2016	Finding Non-Arbitrary Form-Meaning Systematicity Using String-Metric Learning for Kernel Regression	ACL (Natural Language Processing)	Benjamin K. Bergen
2015	Learning Dynamic Feature Selection for Fast Sequential Prediction	ACL (Natural Language Processing)	Emma Strubell
2015	Learning Dynamic Feature Selection for Fast Sequential Prediction	ACL (Natural Language Processing)	Luke Vilnis
2015	Learning Dynamic Feature Selection for Fast Sequential Prediction	ACL (Natural Language Processing)	Kate Silverstein
2015	Learning Dynamic Feature Selection for Fast Sequential Prediction	ACL (Natural Language Processing)	Andrew McCallum
2015	Improving Evaluation of Machine Translation Quality Estimation	ACL (Natural Language Processing)	Yvette Graham
2014	Fast and Robust Neural Network Joint Models for Statistical Machine Translation	ACL (Natural Language Processing)	Jacob Devlin
2014	Fast and Robust Neural Network Joint Models for Statistical Machine Translation	ACL (Natural Language Processing)	Rabih Zbib
2014	Fast and Robust Neural Network Joint Models for Statistical Machine Translation	ACL (Natural Language Processing)	Zhongqiang Huang
2014	Fast and Robust Neural Network Joint Models for Statistical Machine Translation	ACL (Natural Language Processing)	Thomas Lamar
2014	Fast and Robust Neural Network Joint Models for Statistical Machine Translation	ACL (Natural Language Processing)	Richard Schwartz
2014	Fast and Robust Neural Network Joint Models for Statistical Machine Translation	ACL (Natural Language Processing)	John Makhoul
2013	Grounded Language Learning from Video Described with Sentences	ACL (Natural Language Processing)	Haonan Yu & Jeffrey Mark Siskind
2012	Bayesian Symbol-Refined Tree Substitution Grammars for Syntactic Parsing	ACL (Natural Language Processing)	Hiroyuki Shindo
2012	Bayesian Symbol-Refined Tree Substitution Grammars for Syntactic Parsing	ACL (Natural Language Processing)	Yusuke Miyao
2012	Bayesian Symbol-Refined Tree Substitution Grammars for Syntactic Parsing	ACL (Natural Language Processing)	Akinori Fujino
2012	Bayesian Symbol-Refined Tree Substitution Grammars for Syntactic Parsing	ACL (Natural Language Processing)	Masaaki Nagata
2011	Unsupervised Part-of-Speech Tagging with Bilingual Graph-Based Projections	ACL (Natural Language Processing)	Dipanjan Das
2011	Unsupervised Part-of-Speech Tagging with Bilingual Graph-Based Projections	ACL (Natural Language Processing)	Slav Petrov
2010	Beyond NomBank: A Study of Implicit Arguments for Nominal Predicates	ACL (Natural Language Processing)	Matthew Gerber & Joyce Y. Chai
2009	K-Best A* Parsing	ACL (Natural Language Processing)	Adam Pauls & Dan Klein
2009	Reinforcement Learning for Mapping Instructions to Actions	ACL (Natural Language Processing)	S.R.K. Branavan
2009	Reinforcement Learning for Mapping Instructions to Actions	ACL (Natural Language Processing)	Harr Chen
2009	Reinforcement Learning for Mapping Instructions to Actions	ACL (Natural Language Processing)	Luke S. Zettlemoyer
2009	Reinforcement Learning for Mapping Instructions to Actions	ACL (Natural Language Processing)	Regina Barzilay
2009	Concise Integer Linear Programming Formulations for Dependency Parsing	ACL (Natural Language Processing)	André F.T. Martins
2009	Concise Integer Linear Programming Formulations for Dependency Parsing	ACL (Natural Language Processing)	Noah A. Smith
2009	Concise Integer Linear Programming Formulations for Dependency Parsing	ACL (Natural Language Processing)	Eric P. Xing
2008	A New String-to-Dependency Machine Translation Algorithm with a Target Dependency Language Model	ACL (Natural Language Processing)	Libin Shen
2008	A New String-to-Dependency Machine Translation Algorithm with a Target Dependency Language Model	ACL (Natural Language Processing)	Jinxi Xu
2008	A New String-to-Dependency Machine Translation Algorithm with a Target Dependency Language Model	ACL (Natural Language Processing)	Ralph Weischedel
2008	Forest Reranking: Discriminative Parsing with Non-Local Features	ACL (Natural Language Processing)	Liang Huang
2007	Learning synchronous grammars for semantic parsing with lambda calculus	ACL (Natural Language Processing)	Yuk Wah Wong & Raymond J. Mooney
2006	Semantic taxonomy induction from heterogenous evidence	ACL (Natural Language Processing)	Rion Snow
2006	Semantic taxonomy induction from heterogenous evidence	ACL (Natural Language Processing)	Daniel Jurafsky
2006	Semantic taxonomy induction from heterogenous evidence	ACL (Natural Language Processing)	Andrew Y. Ng
2005	A Hierarchical Phrase-Based Model for Statistical Machine Translation	ACL (Natural Language Processing)	David Chiang
2004	Finding Predominant Word Senses in Untagged Text	ACL (Natural Language Processing)	Diana McCarthy
2004	Finding Predominant Word Senses in Untagged Text	ACL (Natural Language Processing)	Rob Koeling
2004	Finding Predominant Word Senses in Untagged Text	ACL (Natural Language Processing)	Julie Weeds
2004	Finding Predominant Word Senses in Untagged Text	ACL (Natural Language Processing)	John Carroll
2003	Towards a Model of Face-to-Face Grounding	ACL (Natural Language Processing)	Yukiko I. Nakano
2003	Towards a Model of Face-to-Face Grounding	ACL (Natural Language Processing)	Gabe Reinstein
2003	Towards a Model of Face-to-Face Grounding	ACL (Natural Language Processing)	Tom Stocky
2003	Towards a Model of Face-to-Face Grounding	ACL (Natural Language Processing)	Justine Cassell
2003	Accurate Unlexicalized Parsing	ACL (Natural Language Processing)	Dan Klein & Christopher D. Manning
2002	Discriminative Training and Maximum Entropy Models for Statistical Machine Translation	ACL (Natural Language Processing)	Franz Josef Och & Hermann Ney
2001	Fast Decoding and Optimal Decoding for Machine Translation	ACL (Natural Language Processing)	Ulrich Germann
2001	Fast Decoding and Optimal Decoding for Machine Translation	ACL (Natural Language Processing)	Michael Jahr
2001	Fast Decoding and Optimal Decoding for Machine Translation	ACL (Natural Language Processing)	Kevin Knight
2001	Fast Decoding and Optimal Decoding for Machine Translation	ACL (Natural Language Processing)	Daniel Marcu
2001	Fast Decoding and Optimal Decoding for Machine Translation	ACL (Natural Language Processing)	Kenji Yamada
2001	Immediate-Head Parsing for Language Models	ACL (Natural Language Processing)	Eugene Charniak
2021	What Do Hackathons Do? Understanding Participation in Hackathons Through Program Theory Analysis	CHI (Human-Computer Interaction)	Jeanette Falk
2021	What Do Hackathons Do? Understanding Participation in Hackathons Through Program Theory Analysis	CHI (Human-Computer Interaction)	Gopinaath Kannabiran
2021	What Do Hackathons Do? Understanding Participation in Hackathons Through Program Theory Analysis	CHI (Human-Computer Interaction)	Nicolai Brodersen Hansen
2021	Falx: Synthesis-Powered Visualization Authoring	CHI (Human-Computer Interaction)	Chenglong Wang
2021	Falx: Synthesis-Powered Visualization Authoring	CHI (Human-Computer Interaction)	Yu Feng
2021	Falx: Synthesis-Powered Visualization Authoring	CHI (Human-Computer Interaction)	Rastislav Bodik
2021	Falx: Synthesis-Powered Visualization Authoring	CHI (Human-Computer Interaction)	Isil Dillig
2021	Falx: Synthesis-Powered Visualization Authoring	CHI (Human-Computer Interaction)	Alvin Cheung
2021	Falx: Synthesis-Powered Visualization Authoring	CHI (Human-Computer Interaction)	Amy J Ko
2021	Can I Not Be Suicidal on a Sunday?: Understanding Technology-Mediated Pathways to Mental Health Support	CHI (Human-Computer Interaction)	Sachin R Pendse
2021	Can I Not Be Suicidal on a Sunday?: Understanding Technology-Mediated Pathways to Mental Health Support	CHI (Human-Computer Interaction)	Amit Sharma
2021	Can I Not Be Suicidal on a Sunday?: Understanding Technology-Mediated Pathways to Mental Health Support	CHI (Human-Computer Interaction)	Aditya Vashistha
2021	Can I Not Be Suicidal on a Sunday?: Understanding Technology-Mediated Pathways to Mental Health Support	CHI (Human-Computer Interaction)	Munmun De Choudhury
2021	Can I Not Be Suicidal on a Sunday?: Understanding Technology-Mediated Pathways to Mental Health Support	CHI (Human-Computer Interaction)	Neha Kumar
2021	CapContact: Super-resolution Contact Areas from Capacitive Touchscreens	CHI (Human-Computer Interaction)	Paul Streli & Christian Holz
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Eiji Hayashi
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Jaime Lien
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Nicholas Gillian
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Leonardo Giusti
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Dave Weber
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Jin Yamanaka
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Lauren Bedal
2021	RadarNet: Efficient Gesture Recognition Technique Utilizing a Miniaturized Radar Sensor	CHI (Human-Computer Interaction)	Ivan Poupyrev
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Xiaoyi Zhang
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Lilian de Greef
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Amanda Swearngin
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Samuel White
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Kyle Murray
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Lisa Yu
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Qi Shan
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Jeffrey Nichols
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Jason Wu
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Chris Fleizach
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Aaron Everitt
2021	Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels	CHI (Human-Computer Interaction)	Jeffrey P Bigham
2021	LGBTQ Persons' Pregnancy Loss Disclosures to Known Ties on Social Media: Disclosure Decisions and Ideal Disclosure Environments	CHI (Human-Computer Interaction)	Cassidy Pyle
2021	LGBTQ Persons' Pregnancy Loss Disclosures to Known Ties on Social Media: Disclosure Decisions and Ideal Disclosure Environments	CHI (Human-Computer Interaction)	Lee Roosevelt
2021	LGBTQ Persons' Pregnancy Loss Disclosures to Known Ties on Social Media: Disclosure Decisions and Ideal Disclosure Environments	CHI (Human-Computer Interaction)	Ashley Lacombe-Duncan
2021	LGBTQ Persons' Pregnancy Loss Disclosures to Known Ties on Social Media: Disclosure Decisions and Ideal Disclosure Environments	CHI (Human-Computer Interaction)	Nazanin Andalibi
2021	Increasing Electrical Muscle Stimulation's Dexterity by means of Back of the Hand Actuation	CHI (Human-Computer Interaction)	Akifumi Takahashi
2021	Increasing Electrical Muscle Stimulation's Dexterity by means of Back of the Hand Actuation	CHI (Human-Computer Interaction)	Jas Brooks
2021	Increasing Electrical Muscle Stimulation's Dexterity by means of Back of the Hand Actuation	CHI (Human-Computer Interaction)	Hiroyuki Kajimoto
2021	Increasing Electrical Muscle Stimulation's Dexterity by means of Back of the Hand Actuation	CHI (Human-Computer Interaction)	Pedro Lopes
2021	Designing Menstrual Technologies with Adolescents	CHI (Human-Computer Interaction)	Marie Louise Juul Søndergaard
2021	Designing Menstrual Technologies with Adolescents	CHI (Human-Computer Interaction)	Marianela Ciolfi Felice
2021	Designing Menstrual Technologies with Adolescents	CHI (Human-Computer Interaction)	Madeline Balaam
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Kung Jin Lee
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Wendy Roldan
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Tian Qi Zhu
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Harkiran Kaur Saluja
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Sungmin Na
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Britnie Chin
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Yilin Zeng
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Jin Ha Lee
2021	The Show Must Go On: A conceptual model of conducting synchronous participatory design with children online	CHI (Human-Computer Interaction)	Jason Yip
