year	paper-Name	journal	author-name
2017	Trade-Offs in Continuous Integration: Assurance, Security, and Flexibility	FSE (Software Engineering)	Michael Hilton
2017	Trade-Offs in Continuous Integration: Assurance, Security, and Flexibility	FSE (Software Engineering)	Nicholas Nelson
2017	Trade-Offs in Continuous Integration: Assurance, Security, and Flexibility	FSE (Software Engineering)	Timothy Tunnell
2017	Trade-Offs in Continuous Integration: Assurance, Security, and Flexibility	FSE (Software Engineering)	Darko Marinov
2017	Trade-Offs in Continuous Integration: Assurance, Security, and Flexibility	FSE (Software Engineering)	Danny Dig
2017	Cooperative Kernels: GPU Multitasking for Blocking Algorithms	FSE (Software Engineering)	Tyler Sorensen
2017	Cooperative Kernels: GPU Multitasking for Blocking Algorithms	FSE (Software Engineering)	Hugues Evrard
2017	Cooperative Kernels: GPU Multitasking for Blocking Algorithms	FSE (Software Engineering)	Alastair F. Donaldson
2017	Fairness Testing: Testing Software for Discrimination	FSE (Software Engineering)	Sainyam Galhotra
2017	Fairness Testing: Testing Software for Discrimination	FSE (Software Engineering)	Yuriy Brun
2017	Fairness Testing: Testing Software for Discrimination	FSE (Software Engineering)	Alexandra Meliou
2017	Discovering Relational Specifications	FSE (Software Engineering)	Calvin Smith
2017	Discovering Relational Specifications	FSE (Software Engineering)	Gabriel Ferns
2017	Discovering Relational Specifications	FSE (Software Engineering)	Aws Albarghouthi
2017	Automatically Diagnosing and Repairing Error Handling Bugs in C	FSE (Software Engineering)	Yuchi Tian & Baishakhi Ray
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Anh Tuan Nguyen
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Michael Hilton
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Mihai Codoban
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Hoan Anh Nguyen
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Lily Mast
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Eli Rademacher
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Tien N. Nguyen
2016	API Code Recommendation Using Statistical Learning from Fine-grained Changes	FSE (Software Engineering)	Danny Dig
2016	Detecting Sensitive Data Disclosure via Bi-directional Text Correlation Analysis	FSE (Software Engineering)	Jianjun Huang
2016	Detecting Sensitive Data Disclosure via Bi-directional Text Correlation Analysis	FSE (Software Engineering)	Xiangyu Zhang
2016	Detecting Sensitive Data Disclosure via Bi-directional Text Correlation Analysis	FSE (Software Engineering)	Lin Tan
2016	Factors Influencing Code Review Processes in Industry	FSE (Software Engineering)	Tobias Baum
2016	Factors Influencing Code Review Processes in Industry	FSE (Software Engineering)	Olga Liskin
2016	Factors Influencing Code Review Processes in Industry	FSE (Software Engineering)	Kai Niklas
2016	Factors Influencing Code Review Processes in Industry	FSE (Software Engineering)	Kurt Schneider
2016	Foraging and Navigations Fundamentally: Developers' Predictions of Value and Cost	FSE (Software Engineering)	David Piorkowski
2016	Foraging and Navigations Fundamentally: Developers' Predictions of Value and Cost	FSE (Software Engineering)	Austin Z. Henley
2016	Foraging and Navigations Fundamentally: Developers' Predictions of Value and Cost	FSE (Software Engineering)	Tahmid Nabi
2016	Foraging and Navigations Fundamentally: Developers' Predictions of Value and Cost	FSE (Software Engineering)	Scott D. Fleming
2016	Foraging and Navigations Fundamentally: Developers' Predictions of Value and Cost	FSE (Software Engineering)	Christopher Scaffidi
2016	Foraging and Navigations Fundamentally: Developers' Predictions of Value and Cost	FSE (Software Engineering)	Margaret Burnett
2016	Multi-Representational Security Analysis	FSE (Software Engineering)	Eunsuk Kang
2016	Multi-Representational Security Analysis	FSE (Software Engineering)	Aleksandar Milicevic
2016	Multi-Representational Security Analysis	FSE (Software Engineering)	Daniel Jackson
2016	Proteus: Computing Disjunctive Loop Summary via Path Dependency Analysis	FSE (Software Engineering)	Xiaofei Xie
2016	Proteus: Computing Disjunctive Loop Summary via Path Dependency Analysis	FSE (Software Engineering)	Bihuan Chen
2016	Proteus: Computing Disjunctive Loop Summary via Path Dependency Analysis	FSE (Software Engineering)	Yang Liu
2016	Proteus: Computing Disjunctive Loop Summary via Path Dependency Analysis	FSE (Software Engineering)	Wei Le
2016	Proteus: Computing Disjunctive Loop Summary via Path Dependency Analysis	FSE (Software Engineering)	Xiaohong Li
2016	Why We Refactor? Confessions of GitHub Contributors	FSE (Software Engineering)	Danilo Silva
2016	Why We Refactor? Confessions of GitHub Contributors	FSE (Software Engineering)	Nikolaos Tsantalis
2016	Why We Refactor? Confessions of GitHub Contributors	FSE (Software Engineering)	Marco Tulio Valente
2015	How Practitioners Perceive the Relevance of Software Engineering Research	FSE (Software Engineering)	David Lo
2015	How Practitioners Perceive the Relevance of Software Engineering Research	FSE (Software Engineering)	Nachiappan Nagappan
2015	How Practitioners Perceive the Relevance of Software Engineering Research	FSE (Software Engineering)	Thomas Zimmermann
2015	Effective Test Suites for Mixed Discrete-Continuous Stateflow Controllers	FSE (Software Engineering)	Reza Matinnejad
2015	Effective Test Suites for Mixed Discrete-Continuous Stateflow Controllers	FSE (Software Engineering)	Shiva Nejati
2015	Effective Test Suites for Mixed Discrete-Continuous Stateflow Controllers	FSE (Software Engineering)	Lionel C. Briand
2015	Effective Test Suites for Mixed Discrete-Continuous Stateflow Controllers	FSE (Software Engineering)	Thomas Bruckmann
2015	MultiSE: Multi-path Symbolic Execution using Value Summaries	FSE (Software Engineering)	Koushik Sen
2015	MultiSE: Multi-path Symbolic Execution using Value Summaries	FSE (Software Engineering)	George Necula
2015	MultiSE: Multi-path Symbolic Execution using Value Summaries	FSE (Software Engineering)	Liang Gong
2015	MultiSE: Multi-path Symbolic Execution using Value Summaries	FSE (Software Engineering)	Wontae Choi
2015	Modeling Readability to Improve Unit Tests	FSE (Software Engineering)	Ermira Daka
2015	Modeling Readability to Improve Unit Tests	FSE (Software Engineering)	José Campos
2015	Modeling Readability to Improve Unit Tests	FSE (Software Engineering)	Gordon Fraser
2015	Modeling Readability to Improve Unit Tests	FSE (Software Engineering)	Jonathan Dorn
2015	Modeling Readability to Improve Unit Tests	FSE (Software Engineering)	Westley Weimer
2015	Optimizing energy consumption of GUIs in Android apps: a multi-objective approach	FSE (Software Engineering)	Mario Linares-Vásquez
2015	Optimizing energy consumption of GUIs in Android apps: a multi-objective approach	FSE (Software Engineering)	Gabriele Bavota
2015	Optimizing energy consumption of GUIs in Android apps: a multi-objective approach	FSE (Software Engineering)	Carlos Eduardo Bernal Cárdenas
2015	Optimizing energy consumption of GUIs in Android apps: a multi-objective approach	FSE (Software Engineering)	Rocco Oliveto
2015	Optimizing energy consumption of GUIs in Android apps: a multi-objective approach	FSE (Software Engineering)	Massimiliano Di Penta
2015	Optimizing energy consumption of GUIs in Android apps: a multi-objective approach	FSE (Software Engineering)	Denys Poshyvanyk
2015	Measure It? Manage It? Ignore It? Software Practitioners and Technical Debt	FSE (Software Engineering)	Neil A. Ernst
2015	Measure It? Manage It? Ignore It? Software Practitioners and Technical Debt	FSE (Software Engineering)	Stephany Bellomo
2015	Measure It? Manage It? Ignore It? Software Practitioners and Technical Debt	FSE (Software Engineering)	Ipek Ozkaya
2015	Measure It? Manage It? Ignore It? Software Practitioners and Technical Debt	FSE (Software Engineering)	Robert L. Nord
2015	Measure It? Manage It? Ignore It? Software Practitioners and Technical Debt	FSE (Software Engineering)	Ian Gorton
2015	A User-Guided Approach to Program Analysis	FSE (Software Engineering)	Ravi Mangal
2015	A User-Guided Approach to Program Analysis	FSE (Software Engineering)	Xin Zhang
2015	A User-Guided Approach to Program Analysis	FSE (Software Engineering)	Aditya V. Nori
2015	A User-Guided Approach to Program Analysis	FSE (Software Engineering)	Mayur Naik
2015	Users Beware: Preference Inconsistencies Ahead	FSE (Software Engineering)	Farnaz Behrang
2015	Users Beware: Preference Inconsistencies Ahead	FSE (Software Engineering)	Myra B. Cohen
2015	Users Beware: Preference Inconsistencies Ahead	FSE (Software Engineering)	Alessandro Orso
2014	Architecture Challenges for Internal Software Ecosystems: A Large-Scale Industry Case Study	FSE (Software Engineering)	Klaus-Benedikt Schultis
2014	Architecture Challenges for Internal Software Ecosystems: A Large-Scale Industry Case Study	FSE (Software Engineering)	Christoph Elsner
2014	Architecture Challenges for Internal Software Ecosystems: A Large-Scale Industry Case Study	FSE (Software Engineering)	Daniel Lohmann
2014	Selection and Presentation Practices for Code Example Summarization	FSE (Software Engineering)	Annie Ying & Martin Robillard
2014	Learning Natural Coding Conventions	FSE (Software Engineering)	Miltiadis Allamanis
2014	Learning Natural Coding Conventions	FSE (Software Engineering)	Earl T. Barr
2014	Learning Natural Coding Conventions	FSE (Software Engineering)	Christian Bird
2014	Learning Natural Coding Conventions	FSE (Software Engineering)	Charles Sutton
2014	AI: A Lightweight System for Tolerating Concurrency Bugs	FSE (Software Engineering)	Mingxing Zhang
2014	AI: A Lightweight System for Tolerating Concurrency Bugs	FSE (Software Engineering)	Yongwei Wu
2014	AI: A Lightweight System for Tolerating Concurrency Bugs	FSE (Software Engineering)	Shan Lu
2014	AI: A Lightweight System for Tolerating Concurrency Bugs	FSE (Software Engineering)	Shanxiang Qi
2014	AI: A Lightweight System for Tolerating Concurrency Bugs	FSE (Software Engineering)	Jinglei Ren
2014	AI: A Lightweight System for Tolerating Concurrency Bugs	FSE (Software Engineering)	Weimin Zheng
2014	Powering the Static Driver Verifier using Corral	FSE (Software Engineering)	Akash Lal & Shaz Qadeer
2014	Are Mutants a Valid Substitute for Real Faults in Software Testing?	FSE (Software Engineering)	René Just
2014	Are Mutants a Valid Substitute for Real Faults in Software Testing?	FSE (Software Engineering)	Darioush Jalali
2014	Are Mutants a Valid Substitute for Real Faults in Software Testing?	FSE (Software Engineering)	Laura Inozemtseva
2014	Are Mutants a Valid Substitute for Real Faults in Software Testing?	FSE (Software Engineering)	Michael Ernst
2014	Are Mutants a Valid Substitute for Real Faults in Software Testing?	FSE (Software Engineering)	Reid Holmes
2014	Are Mutants a Valid Substitute for Real Faults in Software Testing?	FSE (Software Engineering)	Gordon Fraser
2012	Seeking the Ground Truth: A Retroactive Study on the Evolution and Migration of Software Libraries	FSE (Software Engineering)	Bradley Cossette & Robert Walker
2012	Scalable Test Data Generation from Multidimensional Models	FSE (Software Engineering)	Emina Torlak
2012	Assessing the Value of Branches with What-if Analysis	FSE (Software Engineering)	Christian Bird & Thomas Zimmermann
2011	Proving programs robust	FSE (Software Engineering)	Swarat Chaudhuri
2011	Proving programs robust	FSE (Software Engineering)	Sumit Gulwani
2011	Proving programs robust	FSE (Software Engineering)	Roberto Lublinerman
2011	Proving programs robust	FSE (Software Engineering)	Sara Navidpour
2011	How Do Fixes Become Bugs?	FSE (Software Engineering)	Zuoning Yin
2011	How Do Fixes Become Bugs?	FSE (Software Engineering)	Ding Yuan
2011	How Do Fixes Become Bugs?	FSE (Software Engineering)	Yuanyuan Zhou
2011	How Do Fixes Become Bugs?	FSE (Software Engineering)	Shankar Pasupathy
2011	How Do Fixes Become Bugs?	FSE (Software Engineering)	Lakshmi Bairavasundaram
2011	Proactive Detection of Collaboration Conflicts	FSE (Software Engineering)	Yuriy Brun
2011	Proactive Detection of Collaboration Conflicts	FSE (Software Engineering)	Reid Holmes
2011	Proactive Detection of Collaboration Conflicts	FSE (Software Engineering)	Michael D. Ernst
2011	Proactive Detection of Collaboration Conflicts	FSE (Software Engineering)	David Notkin
2010	Staged Concurrent Program Analysis	FSE (Software Engineering)	Nishant Sinha & Chao Wang
2010	Developer Fluency: Achieving True Mastery in Software Projects	FSE (Software Engineering)	Minghui Zhou
2010	Developer Fluency: Achieving True Mastery in Software Projects	FSE (Software Engineering)	Audris Mockus
2010	Creating and evolving developer documentation: understanding the decisions of open source contributors	FSE (Software Engineering)	Barthélémy Dagenais & Martin P. Robillard
2009	Asserting and checking determinism for multithreaded programs	FSE (Software Engineering)	Jacob Burnim & Koushik Sen
2009	Darwin: an approach for debugging evolving programs	FSE (Software Engineering)	Dawei Qi
2009	Darwin: an approach for debugging evolving programs	FSE (Software Engineering)	Abhik Roychoudhury
2009	Darwin: an approach for debugging evolving programs	FSE (Software Engineering)	Zhenkai Liang
2009	Darwin: an approach for debugging evolving programs	FSE (Software Engineering)	Kapil Vaswani
2009	Graph-based Mining of Multiple Object Usage Patterns	FSE (Software Engineering)	Tung Thanh Nguyen
2009	Graph-based Mining of Multiple Object Usage Patterns	FSE (Software Engineering)	Hoan Anh Nguyen
2009	Graph-based Mining of Multiple Object Usage Patterns	FSE (Software Engineering)	Nam H. Pham
2009	Graph-based Mining of Multiple Object Usage Patterns	FSE (Software Engineering)	Jafar M. Al-Kofahi
2009	Graph-based Mining of Multiple Object Usage Patterns	FSE (Software Engineering)	Tien N. Nguyen
2008	Efficient online monitoring of web-service SLAs	FSE (Software Engineering)	Franco Raimondi
2008	Efficient online monitoring of web-service SLAs	FSE (Software Engineering)	James Skene
2008	Efficient online monitoring of web-service SLAs	FSE (Software Engineering)	Wolfgang Emmerich
2008	What makes a good bug report?	FSE (Software Engineering)	Nicolas Bettenburg
2008	What makes a good bug report?	FSE (Software Engineering)	Sascha Just
2008	What makes a good bug report?	FSE (Software Engineering)	Adrian Schröter
2008	What makes a good bug report?	FSE (Software Engineering)	Cathrin Weiss
2008	What makes a good bug report?	FSE (Software Engineering)	Rahul Premraj
2008	What makes a good bug report?	FSE (Software Engineering)	Thomas Zimmermann
2007	Globally distributed software development project performance: an empirical analysis	FSE (Software Engineering)	Narayan Ramasubbu & Rajesh Krishna Balan
2007	Mining specifications of malicious behavior	FSE (Software Engineering)	Mihai Christodorescu
2007	Mining specifications of malicious behavior	FSE (Software Engineering)	Somesh Jha
2007	Mining specifications of malicious behavior	FSE (Software Engineering)	Christopher Kruegel
2007	Automatic consistency assessment for query results in dynamic environments	FSE (Software Engineering)	Jamie Payton
2007	Automatic consistency assessment for query results in dynamic environments	FSE (Software Engineering)	Christine Julien
2007	Automatic consistency assessment for query results in dynamic environments	FSE (Software Engineering)	Gruia-Catalin Roman
2007	Object and reference immutability using Java generics	FSE (Software Engineering)	Yoav Zibin
2007	Object and reference immutability using Java generics	FSE (Software Engineering)	Alex Potanin
2007	Object and reference immutability using Java generics	FSE (Software Engineering)	Mahmood Ali
2007	Object and reference immutability using Java generics	FSE (Software Engineering)	Shay Artzi
2007	Object and reference immutability using Java generics	FSE (Software Engineering)	Adam Kieżun
2007	Object and reference immutability using Java generics	FSE (Software Engineering)	Michael D. Ernst
2006	Controlling factors in evaluating path-sensitive error detection techniques	FSE (Software Engineering)	Matthew B. Dwyer
2006	Controlling factors in evaluating path-sensitive error detection techniques	FSE (Software Engineering)	Suzette Person
2006	Controlling factors in evaluating path-sensitive error detection techniques	FSE (Software Engineering)	Sebastian Elbaum
2006	SYNERGY: a new algorithm for property checking	FSE (Software Engineering)	Bhargav S. Gulavani
2006	SYNERGY: a new algorithm for property checking	FSE (Software Engineering)	Thomas A. Henzinger
2006	SYNERGY: a new algorithm for property checking	FSE (Software Engineering)	Yamini Kannan
2006	SYNERGY: a new algorithm for property checking	FSE (Software Engineering)	Aditya V. Nori
2006	SYNERGY: a new algorithm for property checking	FSE (Software Engineering)	Sriram K. Rajamani
2005	Automatic Generation of Suggestions for Program Investigation	FSE (Software Engineering)	Martin P. Robillard
2005	Context- and path-sensitive memory leak detection	FSE (Software Engineering)	Yichen Xie & Alex Aiken
2005	CUTE: a concolic unit testing engine for C	FSE (Software Engineering)	Koushik Sen
2005	CUTE: a concolic unit testing engine for C	FSE (Software Engineering)	Darko Marinov
2005	CUTE: a concolic unit testing engine for C	FSE (Software Engineering)	Gul Agha
2004	A Classification System and Analysis for Aspect-Oriented Programs	FSE (Software Engineering)	Martin Rinard
2004	A Classification System and Analysis for Aspect-Oriented Programs	FSE (Software Engineering)	Alexandru Salcianu
2004	A Classification System and Analysis for Aspect-Oriented Programs	FSE (Software Engineering)	Suhabe Bugrara
2004	Reasoning about partial goal satisfaction for requirements and design engineering	FSE (Software Engineering)	Emmanuel Letier & Axel van Lamsweerde
2003	Predicting Problems Caused by Component Upgrades	FSE (Software Engineering)	Stephen McCamant & Michael D. Ernst
2003	A Family of Test Adequacy Criteria for Database-Driven Applications	FSE (Software Engineering)	Gregory M. Kapfhammer & Mary Lou Soffa
2003	"Eliminating redundancies with a ""composition with adaptation"" meta-programming technique"	FSE (Software Engineering)	Stan Jarzabek
2003	"Eliminating redundancies with a ""composition with adaptation"" meta-programming technique"	FSE (Software Engineering)	Li Shubiao
2002	Isolating Cause-Effect Chains from Computer Programs	FSE (Software Engineering)	Andreas Zeller
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Ze Liu
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Yutong Lin
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Yue Cao
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Han Hu
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Yixuan Wei
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Zheng Zhang
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Stephen Lin
2021	Swin Transformer: Hierarchical Vision Transformer using Shifted Windows	ICCV (Computer Vision)	Baining Guo
2019	SinGAN: Learning a Generative Model from a Single Natural Image	ICCV (Computer Vision)	Tamar Rott Shaham
2019	SinGAN: Learning a Generative Model from a Single Natural Image	ICCV (Computer Vision)	Tali Dekel
2019	SinGAN: Learning a Generative Model from a Single Natural Image	ICCV (Computer Vision)	Tomar Michaeli
2017	Mask R-CNN	ICCV (Computer Vision)	Kaiming He
2017	Mask R-CNN	ICCV (Computer Vision)	Georgia Gkioxari
2017	Mask R-CNN	ICCV (Computer Vision)	Piotr Dollar
2017	Mask R-CNN	ICCV (Computer Vision)	Ross Girshick
2015	Deep Neural Decision Forests	ICCV (Computer Vision)	Peter Kontschieder
2015	Deep Neural Decision Forests	ICCV (Computer Vision)	Madalina Fiterau
2015	Deep Neural Decision Forests	ICCV (Computer Vision)	Antonio Criminisi
2015	Deep Neural Decision Forests	ICCV (Computer Vision)	Samuel Rota Bulò
2013	From Large Scale Image Categorization to Entry-Level Categories	ICCV (Computer Vision)	Vicente Ordonez
2013	From Large Scale Image Categorization to Entry-Level Categories	ICCV (Computer Vision)	Jia Deng
2013	From Large Scale Image Categorization to Entry-Level Categories	ICCV (Computer Vision)	Yejin Choi
2013	From Large Scale Image Categorization to Entry-Level Categories	ICCV (Computer Vision)	Alexander Berg
2013	From Large Scale Image Categorization to Entry-Level Categories	ICCV (Computer Vision)	Tamara Berg
2011	Relative Attributes	ICCV (Computer Vision)	Devi Parikh
2011	Relative Attributes	ICCV (Computer Vision)	Kristen Grauman
2009	Discriminative models for multi-class object layout	ICCV (Computer Vision)	Chaitanya Desai
2009	Discriminative models for multi-class object layout	ICCV (Computer Vision)	Deva Ramanan
2009	Discriminative models for multi-class object layout	ICCV (Computer Vision)	Charless Fowlkes
2007	Population Shape Regression From Random Design Data	ICCV (Computer Vision)	Bradley Davis
2007	Population Shape Regression From Random Design Data	ICCV (Computer Vision)	P. Thomas Fletcher
2007	Population Shape Regression From Random Design Data	ICCV (Computer Vision)	Elizabeth Bullitt
2007	Population Shape Regression From Random Design Data	ICCV (Computer Vision)	Sarang Joshi
2005	Globally Optimal Estimates for Geometric Reconstruction Problems	ICCV (Computer Vision)	Fredrik Kahl
2005	Globally Optimal Estimates for Geometric Reconstruction Problems	ICCV (Computer Vision)	Didier Henrion
2003	Image-based Rendering using Image-based Priors	ICCV (Computer Vision)	Andrew Fitzgibbon
2003	Image-based Rendering using Image-based Priors	ICCV (Computer Vision)	Yonatan Wexler
2003	Image-based Rendering using Image-based Priors	ICCV (Computer Vision)	Andrew Zisserman
2003	Image Parsing: Unifying Segmentation, Detection and Recognition	ICCV (Computer Vision)	Zhuowen Tu
2003	Image Parsing: Unifying Segmentation, Detection and Recognition	ICCV (Computer Vision)	Xiangrong Chen
2003	Image Parsing: Unifying Segmentation, Detection and Recognition	ICCV (Computer Vision)	Alan L. Yuille
2003	Image Parsing: Unifying Segmentation, Detection and Recognition	ICCV (Computer Vision)	Song-Chun Zhu
2003	Detecting Pedestrians using Patterns of Motion and Appearance	ICCV (Computer Vision)	Paul Viola
2003	Detecting Pedestrians using Patterns of Motion and Appearance	ICCV (Computer Vision)	Michael J. Jones
2003	Detecting Pedestrians using Patterns of Motion and Appearance	ICCV (Computer Vision)	Daniel Snow
2001	Probabilistic Tracking with Exemplars in a Metric Space	ICCV (Computer Vision)	Kentaro Toyama & Andrew Blake
2001	The Space of All Stereo Images	ICCV (Computer Vision)	Steven Seitz
1999	A Theory of Shape by Space Carving	ICCV (Computer Vision)	Kiriakos Kutulakos
1999	A Theory of Shape by Space Carving	ICCV (Computer Vision)	Steven Seitz
1999	Euclidean Reconstruction and Reprojection up to Subgroups	ICCV (Computer Vision)	Yi Ma
1999	Euclidean Reconstruction and Reprojection up to Subgroups	ICCV (Computer Vision)	Stefano Soatto
1999	Euclidean Reconstruction and Reprojection up to Subgroups	ICCV (Computer Vision)	Jana Kosecka
1999	Euclidean Reconstruction and Reprojection up to Subgroups	ICCV (Computer Vision)	Shankar Sastry
1998	Self-Calibration and Metric Reconstruction in spite of Varying and Unknown Internal Camera Parameters	ICCV (Computer Vision)	Marc Pollefeys
1998	Self-Calibration and Metric Reconstruction in spite of Varying and Unknown Internal Camera Parameters	ICCV (Computer Vision)	Reinhard Koch
1998	Self-Calibration and Metric Reconstruction in spite of Varying and Unknown Internal Camera Parameters	ICCV (Computer Vision)	Luc Van Gool
1998	The Problem of Degeneracy in Structure and Motion Recovery from Uncalibrated Image Sequences	ICCV (Computer Vision)	Phil Torr
1998	The Problem of Degeneracy in Structure and Motion Recovery from Uncalibrated Image Sequences	ICCV (Computer Vision)	Andrew Fitzgibbon
1998	The Problem of Degeneracy in Structure and Motion Recovery from Uncalibrated Image Sequences	ICCV (Computer Vision)	Andrew Zisserman
2021	Unbiased Gradient Estimation in Unrolled Computation Graphs with Persistent Evolution Strategies	ICML (Machine Learning)	Paul Vicol
2021	Unbiased Gradient Estimation in Unrolled Computation Graphs with Persistent Evolution Strategies	ICML (Machine Learning)	Luke Metz
2021	Unbiased Gradient Estimation in Unrolled Computation Graphs with Persistent Evolution Strategies	ICML (Machine Learning)	Jascha Sohl-Dickstein
2020	On Learning Sets of Symmetric Elements	ICML (Machine Learning)	Haggai Maron
2020	On Learning Sets of Symmetric Elements	ICML (Machine Learning)	Or Litany
2020	On Learning Sets of Symmetric Elements	ICML (Machine Learning)	Gal Chechik
2020	On Learning Sets of Symmetric Elements	ICML (Machine Learning)	Ethan Fetaya
2020	Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems	ICML (Machine Learning)	Kiaxuan Wei
2020	Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems	ICML (Machine Learning)	Angelica Aviles-Rivero
2020	Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems	ICML (Machine Learning)	Jingwei Liang
2020	Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems	ICML (Machine Learning)	Ying Fu
2020	Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems	ICML (Machine Learning)	Carola-Bibiane Schonlieb
2020	Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems	ICML (Machine Learning)	Hua Huang
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Francesco Locatello
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Stefan Bauer
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Mario Lucic
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Gunnar Rätsch
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Sylvain Gelly
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Bernhard Schölkopf
2019	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	ICML (Machine Learning)	Olivier Bachem
2019	Rates of Convergence for Sparse Variational Gaussian Process Regression	ICML (Machine Learning)	David R. Burt
2019	Rates of Convergence for Sparse Variational Gaussian Process Regression	ICML (Machine Learning)	Carl E. Rasmussen
2019	Rates of Convergence for Sparse Variational Gaussian Process Regression	ICML (Machine Learning)	Mark van der Wilk
2018	Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples	ICML (Machine Learning)	Anish Athalye
2018	Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples	ICML (Machine Learning)	Nicholas Carlini
2018	Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples	ICML (Machine Learning)	David Wagner
2018	Delayed Impact of Fair Machine Learning	ICML (Machine Learning)	Lydia T. Liu
2018	Delayed Impact of Fair Machine Learning	ICML (Machine Learning)	Sarah Dean
2018	Delayed Impact of Fair Machine Learning	ICML (Machine Learning)	Esther Rolf
2018	Delayed Impact of Fair Machine Learning	ICML (Machine Learning)	Max Simchowitz
2018	Delayed Impact of Fair Machine Learning	ICML (Machine Learning)	Moritz Hardt
2017	Understanding Black-box Predictions via Influence Functions	ICML (Machine Learning)	Pang Wei Koh & Percy Liang
2016	Dueling Network Architectures for Deep Reinforcement Learning	ICML (Machine Learning)	Ziyu Wang
2016	Dueling Network Architectures for Deep Reinforcement Learning	ICML (Machine Learning)	Tom Schaul
2016	Dueling Network Architectures for Deep Reinforcement Learning	ICML (Machine Learning)	Matteo Hessel
2016	Dueling Network Architectures for Deep Reinforcement Learning	ICML (Machine Learning)	Hado van Hasselt
2016	Dueling Network Architectures for Deep Reinforcement Learning	ICML (Machine Learning)	Marc Lanctot
2016	Dueling Network Architectures for Deep Reinforcement Learning	ICML (Machine Learning)	Nando de Freitas
2016	Pixel Recurrent Neural Networks	ICML (Machine Learning)	Aaron Van den Oord
2016	Pixel Recurrent Neural Networks	ICML (Machine Learning)	Nal Kalchbrenner
2016	Pixel Recurrent Neural Networks	ICML (Machine Learning)	Koray Kavukcuoglu
2016	Ensuring Rapid Mixing and Low Bias for Asynchronous Gibbs Sampling	ICML (Machine Learning)	Christopher De Sa
2016	Ensuring Rapid Mixing and Low Bias for Asynchronous Gibbs Sampling	ICML (Machine Learning)	Chris Re
2016	Ensuring Rapid Mixing and Low Bias for Asynchronous Gibbs Sampling	ICML (Machine Learning)	Kunle Olukotun
2015	Optimal and Adaptive Algorithms for Online Boosting	ICML (Machine Learning)	Alina Beygelzimer
2015	Optimal and Adaptive Algorithms for Online Boosting	ICML (Machine Learning)	Satyen Kale
2015	Optimal and Adaptive Algorithms for Online Boosting	ICML (Machine Learning)	Haipeng Luo
2015	A Nearly-Linear Time Framework for Graph-Structured Sparsity	ICML (Machine Learning)	Chinmay Hegde
2015	A Nearly-Linear Time Framework for Graph-Structured Sparsity	ICML (Machine Learning)	Piotr Indyk
2015	A Nearly-Linear Time Framework for Graph-Structured Sparsity	ICML (Machine Learning)	Ludwig Schmid
2014	Understanding the Limiting Factors of Topic Modeling via Posterior Contraction Analysis	ICML (Machine Learning)	Jian Tang
2014	Understanding the Limiting Factors of Topic Modeling via Posterior Contraction Analysis	ICML (Machine Learning)	Zhaoshi Meng
